project_id,month,snapshot_date,physical_progress_pct,financial_progress_pct,cumulative_expenditure,revised_cost,cost_overrun_to_date_pct,revised_end_date,schedule_slip_months
PRJ-0229,March,2026-03-15,4.11,3.35,3244.91,142508.28,47.0,2037-08-13,27.11
PRJ-0229,April,2026-04-15,6.16,16.2,15701.4,135675.46,39.95,2037-05-13,23.7
PRJ-0229,May,2026-05-15,3.82,16.99,16473.65,128876.63,32.94,2037-05-13,23.91
PRJ-0229,June,2026-06-15,4.25,7.62,7388.64,200812.37,107.14,2039-04-13,47.17
PRJ-0229,July,2026-07-15,3.62,2.78,2690.99,92620.28,-4.46,2036-02-13,9.12
PRJ-0230,Feb,2026-02-15,25.89,28.34,282157.06,1122827.27,12.78,2033-02-04,15.78
PRJ-0230,March,2026-03-15,51.79,58.99,587370.31,1136331.93,14.13,2032-10-04,12.43
PRJ-0230,April,2026-04-15,77.68,78.69,783444.6,1142071.54,14.71,2032-06-04,8.1
PRJ-0230,May,2026-05-15,100.0,99.64,992044.91,1125896.48,13.08,2032-03-04,5.02
PRJ-0230,June,2026-06-15,100.0,100.0,995632.06,1259963.35,26.55,2032-07-04,9.33
PRJ-0230,July,2026-07-15,100.0,100.0,995632.06,1100662.71,10.55,2032-02-04,4.03
PRJ-0231,Feb,2026-02-15,5.49,11.67,66672.86,648434.75,13.51,2030-05-06,18.84
PRJ-0231,March,2026-03-15,10.99,10.56,60322.43,642784.25,12.52,2030-02-06,16.3
PRJ-0231,April,2026-04-15,16.48,15.72,89821.59,629713.12,10.23,2029-12-06,14.28
PRJ-0231,May,2026-05-15,21.98,22.99,131322.37,612152.29,7.16,2029-10-06,12.28
PRJ-0231,June,2026-06-15,27.47,25.0,142799.37,728162.3,27.46,2030-06-06,19.74
PRJ-0231,July,2026-07-15,32.97,30.68,175253.02,542030.03,-5.12,2029-03-06,5.19
PRJ-0232,Feb,2026-02-15,37.22,36.46,183006.05,828708.6,65.12,2037-12-25,28.3
PRJ-0232,March,2026-03-15,74.43,77.82,390564.13,808559.73,61.11,2037-10-25,25.93
PRJ-0232,April,2026-04-15,100.0,100.0,501872.36,775620.97,54.55,2037-02-25,18.04
PRJ-0232,May,2026-05-15,100.0,100.0,501872.36,734724.45,46.4,2037-02-25,17.77
PRJ-0232,June,2026-06-15,100.0,100.0,501872.36,1050590.46,109.33,2038-10-25,37.67
PRJ-0232,July,2026-07-15,100.0,100.0,501872.36,472855.77,-5.78,2035-08-25,0.0
PRJ-0233,Feb,2026-02-15,19.76,22.37,19518.79,158877.65,82.05,2032-11-19,38.21
PRJ-0233,March,2026-03-15,39.52,38.79,33855.72,157628.05,80.62,2032-07-19,33.9
PRJ-0233,April,2026-04-15,59.29,54.24,47333.49,153566.48,75.96,2032-06-19,32.55
PRJ-0233,May,2026-05-15,79.05,82.72,72193.96,150184.11,72.09,2031-12-19,27.07
PRJ-0233,June,2026-06-15,98.81,94.32,82316.65,180888.35,107.27,2032-09-19,36.33
PRJ-0233,July,2026-07-15,100.0,100.0,87272.67,125206.5,43.47,2031-04-19,18.55
PRJ-0234,Feb,2026-02-15,0.14,0.0,0.0,128273.19,58.87,2038-03-10,30.65
PRJ-0234,March,2026-03-15,0.27,0.0,0.0,124607.48,54.33,2038-03-10,30.78
PRJ-0234,April,2026-04-15,0.41,0.0,0.0,123032.27,52.38,2038-06-10,33.63
PRJ-0234,May,2026-05-15,0.55,6.12,4937.38,120428.93,49.16,2037-11-10,27.06
PRJ-0234,June,2026-06-15,0.69,5.42,4375.49,140346.96,73.83,2038-12-10,40.02
PRJ-0234,July,2026-07-15,0.82,3.04,2458.14,104579.98,29.53,2037-07-10,23.08
PRJ-0235,Feb,2026-02-15,6.4,0.56,130.81,27103.9,15.09,2030-09-11,17.43
PRJ-0235,March,2026-03-15,12.8,10.44,2458.5,25971.59,10.28,2030-10-11,18.39
PRJ-0235,April,2026-04-15,19.2,16.24,3824.02,25652.02,8.92,2030-07-11,15.12
PRJ-0235,May,2026-05-15,25.6,23.81,5606.9,24753.75,5.11,2030-05-11,13.21
PRJ-0235,June,2026-06-15,32.0,25.75,6064.4,30965.22,31.48,2030-12-11,20.27
PRJ-0235,July,2026-07-15,38.4,44.56,10493.15,20980.43,-10.91,2029-06-11,2.36
PRJ-0236,Feb,2026-02-15,16.16,17.24,45133.65,326263.13,24.64,2036-12-15,18.23
PRJ-0236,March,2026-03-15,32.32,32.52,85119.41,328775.24,25.6,2036-11-15,17.22
PRJ-0236,April,2026-04-15,48.48,46.09,120640.44,330418.3,26.23,2036-08-15,14.25
PRJ-0236,May,2026-05-15,64.64,64.46,168745.36,329633.46,25.93,2036-06-15,12.44
PRJ-0236,June,2026-06-15,80.8,73.55,192515.88,362171.36,38.36,2036-08-15,14.27
PRJ-0236,July,2026-07-15,96.97,93.54,244856.97,312078.08,19.22,2036-04-15,10.35
PRJ-0237,Feb,2026-02-15,0.57,5.85,110559.11,2809258.03,48.52,2037-03-04,31.69
PRJ-0237,March,2026-03-15,1.14,0.0,0.0,2751207.59,45.46,2036-09-04,25.7
PRJ-0237,April,2026-04-15,1.71,1.97,37176.65,2704451.68,42.98,2037-03-04,31.83
PRJ-0237,May,2026-05-15,2.28,10.17,192319.87,2632777.99,39.19,2036-08-04,25.13
PRJ-0237,June,2026-06-15,2.85,9.63,182186.81,3304451.65,74.71,2037-07-04,35.76
PRJ-0237,July,2026-07-15,3.41,0.0,0.0,2080044.2,9.97,2035-08-04,12.62
PRJ-0238,Feb,2026-02-15,4.26,2.86,46759.95,2129223.57,30.27,2032-10-18,23.15
PRJ-0238,March,2026-03-15,8.51,14.0,228790.75,2041687.33,24.91,2032-06-18,19.49
PRJ-0238,April,2026-04-15,12.77,13.0,212486.51,1908571.87,16.77,2032-04-18,16.74
PRJ-0238,May,2026-05-15,17.03,17.62,287978.31,1869450.24,14.37,2032-01-18,14.27
PRJ-0238,June,2026-06-15,21.29,23.97,391821.04,2864672.59,75.26,2033-10-18,34.66
PRJ-0238,July,2026-07-15,25.54,23.69,387259.45,1199432.87,-26.62,2031-01-18,2.09
PRJ-0239,Feb,2026-02-15,33.94,36.69,309125.97,1012890.03,20.22,2037-01-12,16.22
PRJ-0239,March,2026-03-15,67.89,64.38,542429.74,980245.56,16.35,2036-06-12,9.16
PRJ-0239,April,2026-04-15,100.0,95.74,806648.16,981274.41,16.47,2035-11-12,2.02
PRJ-0239,May,2026-05-15,100.0,98.97,833878.92,967112.99,14.79,2036-02-12,5.04
PRJ-0239,June,2026-06-15,100.0,100.0,842524.08,1065881.42,26.51,2036-05-12,8.41
PRJ-0239,July,2026-07-15,100.0,99.35,837077.14,928724.91,10.23,2036-02-12,4.97
PRJ-0240,Feb,2026-02-15,0.22,0.0,0.0,5690.43,20.6,2031-02-05,19.22
PRJ-0240,March,2026-03-15,0.15,6.33,298.85,5626.97,19.25,2030-11-05,15.76
PRJ-0240,April,2026-04-15,2.94,14.15,667.85,5492.8,16.41,2030-12-05,16.84
PRJ-0240,May,2026-05-15,2.07,0.0,0.0,5350.98,13.4,2030-06-05,10.91
PRJ-0240,June,2026-06-15,6.78,10.01,472.54,6208.71,31.58,2031-03-05,20.42
PRJ-0240,July,2026-07-15,1.28,4.98,234.91,4903.13,3.91,2030-05-05,9.71
PRJ-0241,Feb,2026-02-15,8.75,8.15,116089.06,2036253.04,42.94,2033-11-21,27.08
PRJ-0241,March,2026-03-15,17.49,18.32,260962.65,1967716.46,38.13,2033-04-21,20.35
PRJ-0241,April,2026-04-15,26.24,24.92,354924.48,1903268.23,33.61,2033-04-21,20.28
PRJ-0241,May,2026-05-15,34.98,32.11,457375.82,1792920.42,25.86,2033-04-21,19.56
PRJ-0241,June,2026-06-15,43.73,46.74,665857.62,2321175.19,62.94,2033-11-21,26.82
PRJ-0241,July,2026-07-15,52.48,56.79,809029.02,1260274.26,-11.53,2031-10-21,1.89
PRJ-0242,Feb,2026-02-15,26.82,26.38,101451.37,441232.6,14.74,2036-12-15,16.12
PRJ-0242,March,2026-03-15,53.64,58.63,225458.69,439495.43,14.29,2036-09-15,12.83
PRJ-0242,April,2026-04-15,80.46,71.11,273462.51,428068.72,11.32,2035-12-15,4.09
PRJ-0242,May,2026-05-15,100.0,93.8,360703.49,421133.91,9.51,2035-11-15,2.68
PRJ-0242,June,2026-06-15,100.0,100.0,384549.42,513762.9,33.6,2036-07-15,10.61
PRJ-0242,July,2026-07-15,100.0,99.79,383742.7,346963.63,-9.77,2035-08-15,0.0
PRJ-0243,Feb,2026-02-15,8.28,6.68,12429.07,229919.43,23.58,2034-01-03,20.94
PRJ-0243,March,2026-03-15,16.56,19.72,36685.46,227375.28,22.22,2033-10-03,18.18
PRJ-0243,April,2026-04-15,24.84,22.32,41516.43,226242.37,21.61,2033-07-03,15.32
PRJ-0243,May,2026-05-15,33.13,35.67,66359.41,227045.13,22.04,2033-06-03,13.69
PRJ-0243,June,2026-06-15,41.41,31.91,59372.46,244229.6,31.27,2033-09-03,16.83
PRJ-0243,July,2026-07-15,49.69,49.19,91513.81,210694.86,13.25,2033-03-03,10.91
PRJ-0244,Feb,2026-02-15,31.69,31.03,357675.23,1465455.87,27.13,2033-04-21,15.03
PRJ-0244,March,2026-03-15,63.38,58.34,672456.15,1422829.83,23.43,2032-10-21,8.9
PRJ-0244,April,2026-04-15,95.07,100.0,1152746.36,1362827.49,18.22,2032-07-21,6.43
PRJ-0244,May,2026-05-15,100.0,97.95,1129069.12,1341150.11,16.34,2032-03-21,2.14
PRJ-0244,June,2026-06-15,100.0,91.31,1052586.62,1597833.01,38.61,2033-01-21,12.4
PRJ-0244,July,2026-07-15,100.0,100.0,1152746.36,1125265.62,-2.38,2032-01-21,0.0
PRJ-0245,Feb,2026-02-15,12.96,14.16,157068.65,1414987.52,27.61,2034-07-17,20.42
PRJ-0245,March,2026-03-15,25.92,25.39,281532.42,1409073.11,27.07,2034-07-17,19.95
PRJ-0245,April,2026-04-15,38.88,40.62,450423.65,1349833.93,21.73,2033-11-17,11.93
PRJ-0245,May,2026-05-15,51.84,53.35,591621.0,1251141.05,12.83,2033-10-17,11.13
PRJ-0245,June,2026-06-15,64.8,62.7,695310.34,1669977.76,50.6,2034-12-17,24.91
PRJ-0245,July,2026-07-15,77.76,79.45,880980.47,1022434.09,-7.8,2032-12-17,1.13
PRJ-0246,Feb,2026-02-15,23.53,25.34,172847.97,849213.13,24.48,2038-01-21,23.98
PRJ-0246,March,2026-03-15,47.05,41.84,285432.94,833187.45,22.13,2037-03-21,13.71
PRJ-0246,April,2026-04-15,70.58,68.99,470652.86,804846.97,17.98,2036-10-21,9.02
PRJ-0246,May,2026-05-15,94.1,88.53,603920.92,793458.94,16.31,2036-11-21,9.6
PRJ-0246,June,2026-06-15,100.0,99.1,676035.91,1339297.22,96.32,2038-12-21,35.23
PRJ-0246,July,2026-07-15,100.0,100.0,682188.49,591385.67,-13.31,2036-01-21,0.0
PRJ-0247,Feb,2026-02-15,18.49,16.58,126130.22,926567.82,21.81,2030-01-26,18.2
PRJ-0247,March,2026-03-15,36.99,34.55,262795.51,900627.32,18.4,2029-07-26,12.39
PRJ-0247,April,2026-04-15,55.48,53.51,407036.93,876934.66,15.29,2029-03-26,7.78
PRJ-0247,May,2026-05-15,73.97,75.04,570784.81,856549.5,12.61,2029-05-26,10.07
PRJ-0247,June,2026-06-15,92.47,82.07,624260.71,1063732.42,39.84,2029-11-26,16.13
PRJ-0247,July,2026-07-15,100.0,100.0,760664.82,737652.11,-3.03,2028-07-26,0.0
PRJ-0248,Feb,2026-02-15,1.5,0.0,0.0,606863.64,23.04,2033-01-09,17.51
PRJ-0248,March,2026-03-15,3.0,0.0,0.0,609045.18,23.48,2033-05-09,22.15
PRJ-0248,April,2026-04-15,0.42,0.0,0.0,591390.45,19.9,2033-02-09,18.83
PRJ-0248,May,2026-05-15,0.74,0.69,3383.51,574171.29,16.41,2032-10-09,15.49
PRJ-0248,June,2026-06-15,0.71,4.41,21733.9,677940.06,37.45,2033-09-09,25.53
PRJ-0248,July,2026-07-15,7.62,11.03,54386.9,525000.85,6.44,2032-08-09,13.33
PRJ-0249,Feb,2026-02-15,45.84,45.52,288875.11,888434.7,39.99,2032-07-20,19.69
PRJ-0249,March,2026-03-15,91.69,89.59,568558.04,873388.32,37.62,2031-10-20,11.08
PRJ-0249,April,2026-04-15,100.0,100.0,634629.28,828158.93,30.49,2031-11-20,12.34
PRJ-0249,May,2026-05-15,100.0,100.0,634629.28,781699.4,23.17,2031-09-20,9.61
PRJ-0249,June,2026-06-15,100.0,99.34,630417.63,1017111.41,60.27,2032-09-20,21.75
PRJ-0249,July,2026-07-15,100.0,100.0,634629.28,577619.74,-8.98,2030-11-20,0.0
PRJ-0250,Feb,2026-02-15,7.43,5.51,20399.79,476123.73,28.51,2032-12-02,23.01
PRJ-0250,March,2026-03-15,14.87,22.05,81697.72,471436.59,27.24,2032-10-02,21.07
PRJ-0250,April,2026-04-15,22.3,23.26,86170.41,459347.97,23.98,2032-06-02,17.01
PRJ-0250,May,2026-05-15,29.73,24.4,90414.57,455111.71,22.83,2032-04-02,14.78
PRJ-0250,June,2026-06-15,37.16,42.07,155863.74,502767.03,35.7,2032-05-02,15.63
PRJ-0250,July,2026-07-15,44.6,44.04,163160.35,403710.12,8.96,2031-07-02,6.02
PRJ-0251,Feb,2026-02-15,26.5,22.07,17296.7,76357.92,-2.57,2034-08-10,7.09
PRJ-0251,March,2026-03-15,53.0,53.93,42264.0,73044.72,-6.8,2034-03-10,1.68
PRJ-0251,April,2026-04-15,79.51,77.02,60362.82,69884.57,-10.83,2034-01-10,0.0
PRJ-0251,May,2026-05-15,100.0,100.0,78372.01,64134.97,-18.17,2034-01-10,0.0
PRJ-0251,June,2026-06-15,100.0,100.0,78372.01,59760.41,-23.75,2034-01-10,0.0
PRJ-0251,July,2026-07-15,100.0,100.0,78372.01,41381.19,-47.2,2034-01-10,0.0
PRJ-0252,Feb,2026-02-15,7.4,4.9,6627.56,180489.97,33.36,2030-12-07,21.98
PRJ-0252,March,2026-03-15,14.8,13.65,18480.92,176977.51,30.76,2030-12-07,22.05
PRJ-0252,April,2026-04-15,22.2,14.75,19959.55,175610.56,29.75,2030-08-07,18.26
PRJ-0252,May,2026-05-15,29.61,30.58,41391.66,170184.16,25.74,2030-08-07,18.46
PRJ-0252,June,2026-06-15,37.01,33.86,45825.17,205082.82,51.53,2031-04-07,26.09
PRJ-0252,July,2026-07-15,44.41,39.86,53943.51,152745.16,12.86,2030-03-07,12.65
PRJ-0253,Feb,2026-02-15,5.24,3.2,13558.96,500360.54,17.96,2036-09-23,17.21
PRJ-0253,March,2026-03-15,10.48,9.27,39332.72,481781.48,13.58,2036-08-23,15.68
PRJ-0253,April,2026-04-15,15.72,22.75,96480.36,491571.42,15.89,2036-05-23,13.35
PRJ-0253,May,2026-05-15,20.96,17.34,73557.57,486166.98,14.61,2036-05-23,13.47
PRJ-0253,June,2026-06-15,26.2,32.11,136216.17,561942.94,32.48,2036-11-23,18.82
PRJ-0253,July,2026-07-15,31.44,26.81,113732.83,440028.98,3.74,2036-04-23,12.15
PRJ-0254,Feb,2026-02-15,11.31,3.05,7662.16,326630.98,29.81,2030-12-06,20.44
PRJ-0254,March,2026-03-15,22.62,21.75,54724.73,329345.09,30.89,2031-03-06,23.08
PRJ-0254,April,2026-04-15,33.93,29.59,74458.03,319380.24,26.93,2030-09-06,16.77
PRJ-0254,May,2026-05-15,45.24,41.43,104241.14,310598.42,23.44,2030-05-06,12.84
PRJ-0254,June,2026-06-15,56.55,52.64,132447.98,439200.76,74.55,2032-01-06,33.46
PRJ-0254,July,2026-07-15,67.86,67.76,170483.54,232904.13,-7.44,2029-06-06,2.38
PRJ-0255,Feb,2026-02-15,0.1,0.0,0.0,332226.85,43.09,2037-06-22,27.04
PRJ-0255,March,2026-03-15,0.21,0.0,0.0,324938.44,39.95,2037-06-22,27.01
PRJ-0255,April,2026-04-15,0.31,0.0,0.0,316096.76,36.14,2036-12-22,20.74
PRJ-0255,May,2026-05-15,0.41,0.0,0.0,311102.52,33.99,2037-02-22,22.69
PRJ-0255,June,2026-06-15,0.52,6.19,14364.27,387685.34,66.98,2038-02-22,35.3
PRJ-0255,July,2026-07-15,0.62,0.0,0.0,242841.5,4.59,2036-05-22,14.02
PRJ-0256,Feb,2026-02-15,28.87,24.43,126479.37,668482.83,29.13,2032-12-07,23.84
PRJ-0256,March,2026-03-15,57.73,57.48,297540.74,648401.08,25.25,2032-03-07,14.6
PRJ-0256,April,2026-04-15,86.6,85.84,444391.7,646783.2,24.94,2031-10-07,9.97
PRJ-0256,May,2026-05-15,100.0,95.54,494569.54,630849.02,21.86,2031-12-07,11.95
PRJ-0256,June,2026-06-15,100.0,100.0,517677.28,801380.58,54.8,2032-07-07,18.51
PRJ-0256,July,2026-07-15,100.0,98.18,508246.37,510293.98,-1.43,2030-12-07,0.0
PRJ-0257,Feb,2026-02-15,15.53,21.3,111677.61,532425.44,1.54,2031-04-05,8.94
PRJ-0257,March,2026-03-15,31.06,34.94,183192.85,546078.76,4.15,2031-04-05,9.43
PRJ-0257,April,2026-04-15,46.59,41.13,215656.33,531502.72,1.37,2031-04-05,8.61
PRJ-0257,May,2026-05-15,62.11,63.68,333912.33,530378.98,1.15,2030-12-05,5.18
PRJ-0257,June,2026-06-15,77.64,79.53,417003.48,541319.21,3.24,2030-09-05,1.95
PRJ-0257,July,2026-07-15,93.17,96.03,503529.77,513448.29,-2.08,2030-07-05,0.0
PRJ-0258,Feb,2026-02-15,36.27,40.25,202166.5,588687.32,17.22,2029-10-04,13.98
PRJ-0258,March,2026-03-15,72.54,68.3,342989.56,582975.12,16.08,2029-05-04,8.91
PRJ-0258,April,2026-04-15,100.0,99.24,498390.77,557650.42,11.04,2029-02-04,6.17
PRJ-0258,May,2026-05-15,100.0,100.0,502215.88,531118.86,5.76,2029-02-04,6.26
PRJ-0258,June,2026-06-15,100.0,100.0,502215.88,644001.3,28.23,2029-08-04,12.26
PRJ-0258,July,2026-07-15,100.0,94.75,475859.59,435583.01,-13.27,2028-08-04,0.0
PRJ-0259,Feb,2026-02-15,1.64,4.16,629.48,16717.01,10.42,2036-03-10,17.94
PRJ-0259,March,2026-03-15,0.67,0.0,0.0,16745.23,10.61,2035-12-10,14.86
PRJ-0259,April,2026-04-15,4.92,5.61,849.49,15799.88,4.36,2035-10-10,12.96
PRJ-0259,May,2026-05-15,1.36,5.47,828.59,15383.64,1.61,2035-07-10,10.2
PRJ-0259,June,2026-06-15,3.28,0.0,0.0,20467.35,35.19,2036-08-10,23.2
PRJ-0259,July,2026-07-15,6.72,6.53,988.26,12052.2,-20.39,2035-01-10,3.73
PRJ-0260,Feb,2026-02-15,18.78,16.53,102049.13,846060.92,37.06,2032-11-21,22.7
PRJ-0260,March,2026-03-15,37.57,35.92,221733.78,837621.16,35.69,2032-09-21,21.02
PRJ-0260,April,2026-04-15,56.35,59.38,366577.64,806837.37,30.71,2032-03-21,14.83
PRJ-0260,May,2026-05-15,75.13,75.38,465286.2,803916.55,30.23,2032-05-21,16.61
PRJ-0260,June,2026-06-15,93.91,88.01,543276.53,937765.4,51.92,2032-06-21,17.67
PRJ-0260,July,2026-07-15,100.0,94.47,583148.8,676767.66,9.64,2031-05-21,4.62
PRJ-0261,Feb,2026-02-15,43.62,38.33,389691.68,1066193.7,4.86,2030-11-11,10.06
PRJ-0261,March,2026-03-15,87.23,95.39,969842.87,1060924.35,4.34,2030-03-11,2.0
PRJ-0261,April,2026-04-15,100.0,100.0,1016751.15,1070592.41,5.3,2030-02-11,0.81
PRJ-0261,May,2026-05-15,100.0,100.0,1016751.15,1034045.69,1.7,2030-03-11,1.75
PRJ-0261,June,2026-06-15,100.0,95.49,970857.62,1225498.84,20.53,2030-03-11,2.11
PRJ-0261,July,2026-07-15,100.0,98.95,1006102.63,958921.97,-5.69,2030-01-11,0.0
PRJ-0262,Feb,2026-02-15,16.12,25.2,813.93,4434.62,37.3,2031-01-26,23.08
PRJ-0262,March,2026-03-15,32.24,28.92,934.21,4357.17,34.91,2030-07-26,17.0
PRJ-0262,April,2026-04-15,48.37,41.98,1355.74,4175.49,29.28,2030-06-26,16.47
PRJ-0262,May,2026-05-15,64.49,56.67,1830.39,4035.45,24.94,2030-06-26,16.46
PRJ-0262,June,2026-06-15,80.61,74.06,2392.02,4821.33,49.28,2030-11-26,21.37
PRJ-0262,July,2026-07-15,96.73,100.0,3229.8,3434.27,6.33,2029-03-26,1.14
PRJ-0263,Feb,2026-02-15,19.57,22.55,438705.7,2399782.51,23.36,2031-06-18,18.23
PRJ-0263,March,2026-03-15,39.14,33.36,648907.95,2323098.28,19.42,2031-03-18,15.3
PRJ-0263,April,2026-04-15,58.71,57.05,1109872.25,2264660.77,16.41,2031-01-18,13.26
PRJ-0263,May,2026-05-15,78.28,84.85,1650671.12,2173950.27,11.75,2030-07-18,6.68
PRJ-0263,June,2026-06-15,97.85,96.27,1872688.81,2672610.69,37.39,2030-10-18,10.01
PRJ-0263,July,2026-07-15,100.0,100.0,1945337.94,1802820.77,-7.33,2029-12-18,0.0
PRJ-0264,Feb,2026-02-15,58.12,63.83,132997.4,254297.76,22.05,2034-03-13,10.87
PRJ-0264,March,2026-03-15,100.0,100.0,208357.49,250261.17,20.11,2033-09-13,5.4
PRJ-0264,April,2026-04-15,100.0,100.0,208357.49,247693.7,18.88,2033-12-13,7.53
PRJ-0264,May,2026-05-15,100.0,100.0,208357.49,234974.02,12.77,2033-12-13,7.63
PRJ-0264,June,2026-06-15,100.0,100.0,208357.49,267607.44,28.44,2034-01-13,8.73
PRJ-0264,July,2026-07-15,100.0,100.0,208357.49,175880.78,-15.59,2033-04-13,0.0
PRJ-0265,Feb,2026-02-15,16.9,16.62,284489.12,1814958.84,6.06,2036-04-22,11.91
PRJ-0265,March,2026-03-15,33.8,34.36,587937.77,1788158.48,4.5,2035-12-22,8.23
PRJ-0265,April,2026-04-15,50.7,45.06,771082.42,1857795.16,8.57,2035-12-22,7.74
PRJ-0265,May,2026-05-15,67.6,75.76,1296401.77,1758877.54,2.79,2035-06-22,2.22
PRJ-0265,June,2026-06-15,84.5,85.49,1462918.03,2125134.85,24.19,2036-03-22,10.99
PRJ-0265,July,2026-07-15,100.0,100.0,1711217.81,1648775.1,-3.65,2035-04-22,0.0
PRJ-0266,Feb,2026-02-15,4.92,6.54,715.51,10747.75,-1.75,2029-04-14,7.41
PRJ-0266,March,2026-03-15,9.84,4.94,540.06,10924.12,-0.13,2029-06-14,9.07
PRJ-0266,April,2026-04-15,14.76,17.12,1872.32,10945.32,0.06,2029-10-14,12.55
PRJ-0266,May,2026-05-15,19.69,16.6,1815.28,10872.88,-0.6,2029-09-14,12.43
PRJ-0266,June,2026-06-15,24.61,27.59,3018.24,12975.64,18.62,2029-12-14,14.58
PRJ-0266,July,2026-07-15,29.53,31.99,3499.01,9022.66,-17.52,2029-01-14,4.22
PRJ-0267,Feb,2026-02-15,4.12,4.93,24579.04,588098.53,18.05,2033-01-28,19.51
PRJ-0267,March,2026-03-15,8.24,7.71,38412.32,563827.81,13.18,2032-06-28,12.86
PRJ-0267,April,2026-04-15,12.35,18.92,94259.96,570324.63,14.49,2032-08-28,14.64
PRJ-0267,May,2026-05-15,16.47,19.5,97130.32,561516.03,12.72,2032-03-28,10.34
PRJ-0267,June,2026-06-15,20.59,22.05,109833.81,724540.72,45.44,2033-01-28,19.64
PRJ-0267,July,2026-07-15,24.71,29.11,145020.53,445924.22,-10.49,2031-12-28,7.37
PRJ-0268,Feb,2026-02-15,8.99,6.46,11981.53,266887.34,43.88,2031-05-22,28.81
PRJ-0268,March,2026-03-15,17.98,23.5,43585.39,266071.15,43.44,2030-12-22,24.23
PRJ-0268,April,2026-04-15,26.97,32.07,59495.1,253807.92,36.83,2030-11-22,22.74
PRJ-0268,May,2026-05-15,35.96,33.42,61992.61,255080.93,37.52,2030-10-22,21.67
PRJ-0268,June,2026-06-15,44.94,47.48,88071.9,312811.34,68.64,2031-09-22,33.39
PRJ-0268,July,2026-07-15,53.93,56.77,105297.86,205887.62,11.0,2029-07-22,6.61
PRJ-0269,Feb,2026-02-15,34.92,44.84,131357.14,396263.86,35.26,2037-09-04,18.69
PRJ-0269,March,2026-03-15,69.84,74.73,218932.49,387322.24,32.21,2037-03-04,12.5
PRJ-0269,April,2026-04-15,100.0,99.74,292188.46,388847.46,32.73,2037-04-04,13.53
PRJ-0269,May,2026-05-15,100.0,100.0,292957.73,390773.12,33.39,2037-01-04,10.88
PRJ-0269,June,2026-06-15,100.0,100.0,292957.73,425882.37,45.37,2037-07-04,17.26
PRJ-0269,July,2026-07-15,100.0,94.81,277748.97,365570.92,24.79,2036-09-04,7.4
PRJ-0270,Feb,2026-02-15,1.34,0.0,0.0,1059127.51,27.61,2032-12-13,19.85
PRJ-0270,March,2026-03-15,1.75,4.69,38938.5,1020738.22,22.98,2032-11-13,18.8
PRJ-0270,April,2026-04-15,3.71,6.62,54951.47,986296.13,18.83,2032-09-13,17.21
PRJ-0270,May,2026-05-15,5.36,0.91,7550.5,970162.31,16.89,2032-07-13,14.56
PRJ-0270,June,2026-06-15,0.96,1.97,16313.84,1159469.96,39.7,2033-08-13,27.62
PRJ-0270,July,2026-07-15,5.53,2.35,19534.62,787534.45,-5.12,2032-04-13,12.27
PRJ-0271,Feb,2026-02-15,11.52,10.68,125535.59,1263385.66,7.51,2031-10-07,10.66
PRJ-0271,March,2026-03-15,23.05,25.63,301123.12,1252360.55,6.57,2031-12-07,12.83
PRJ-0271,April,2026-04-15,34.57,37.27,438007.51,1236673.53,5.24,2031-10-07,10.59
PRJ-0271,May,2026-05-15,46.09,48.37,568387.81,1267809.22,7.89,2031-10-07,11.35
PRJ-0271,June,2026-06-15,57.62,61.54,723105.72,1230126.94,4.68,2031-03-07,4.15
PRJ-0271,July,2026-07-15,69.14,68.98,810621.89,1208285.75,2.82,2031-03-07,4.2
PRJ-0272,Feb,2026-02-15,14.25,15.65,121015.31,916407.19,18.52,2030-11-02,14.73
PRJ-0272,March,2026-03-15,28.5,21.53,166478.42,879408.46,13.73,2030-09-02,13.46
PRJ-0272,April,2026-04-15,42.76,40.46,312827.64,857541.28,10.9,2030-10-02,13.86
PRJ-0272,May,2026-05-15,57.01,59.83,462641.74,825957.0,6.82,2030-08-02,11.92
PRJ-0272,June,2026-06-15,71.26,71.13,550016.71,1210337.76,56.53,2031-05-02,20.97
PRJ-0272,July,2026-07-15,85.51,83.86,648461.74,611352.86,-20.93,2029-08-02,0.0
PRJ-0273,Feb,2026-02-15,9.62,8.98,129821.49,1931844.3,33.68,2036-08-07,22.24
PRJ-0273,March,2026-03-15,19.24,20.17,291526.7,1907455.36,32.0,2036-04-07,17.66
PRJ-0273,April,2026-04-15,28.87,31.05,448694.26,1802481.8,24.73,2036-03-07,16.94
PRJ-0273,May,2026-05-15,38.49,45.52,657825.42,1692883.93,17.15,2035-09-07,11.24
PRJ-0273,June,2026-06-15,48.11,48.91,706818.8,2604049.38,80.2,2037-09-07,35.5
PRJ-0273,July,2026-07-15,57.73,59.98,866770.82,1118146.05,-22.62,2034-10-07,0.0
PRJ-0274,Feb,2026-02-15,12.41,13.88,141697.13,1318703.5,29.16,2036-01-09,17.31
PRJ-0274,March,2026-03-15,24.81,21.53,219863.61,1284638.52,25.82,2036-05-09,20.62
PRJ-0274,April,2026-04-15,37.22,32.72,334104.89,1234096.24,20.87,2035-11-09,14.99
PRJ-0274,May,2026-05-15,49.62,54.7,558481.62,1187918.43,16.35,2035-08-09,11.77
PRJ-0274,June,2026-06-15,62.03,64.4,657491.63,1829604.51,79.2,2037-02-09,30.27
